Propriété : Compatibilité du produit avec le scalaire;\(\forall A \in \mathcal{M}_{n,p}(\mathbb{K}), \forall B \in \mathcal{M}_{p,q}(\mathbb{K}), \forall \lambda \in \mathbb{K}, (\lambda A) times B = A times (\lambda B) = \lambda(A times B)\).
Propriété : Identité à gauche;\(\forall A \in \mathcal{M}_{n,p}(\mathbb{K}), I_n times A = A\).
Propriété : Identité à droite;\(\forall A \in \mathcal{M}_{n,p}(\mathbb{K}), A times I_p = A\).
Propriété : Matrice nulle à gauche;\(\forall A \in \mathcal{M}_{n,p}(\mathbb{K}), 0_{q,n} times A = 0_{q,p}\).
Propriété : Matrice nulle à droite;\(\forall A \in \mathcal{M}_{n,p}(\mathbb{K}), A times 0_{p,q} = 0_{n,q}\).
Définition : Symbole de Kronecker;On définit le symbole de Kronecker de la manière suivante : \(\delta_{j,k} = 1\) si \(j = k\) et \(\delta_{j,k} = 0\) sinon.
Définition : Transposée d'une matrice;Soit \(A = (a_{i,j}) \in \mathcal{M}_{n,p}(\mathbb{K})\). La transposée de \(A\), notée \(^tA\) ou \(A^T\), est la matrice de \(\mathcal{M}_{p,n}(\mathbb{K})\) dont le coefficient \((i,j)\) est \((^tA)_{i,j} = a_{j,i}\). On a donc \(A^T \in \mathcal{M}_{p,n}(\mathbb{K})\) et \(\forall (i,j) \in \{1, \ldots, p\} times \{1, \ldots, n\}, (A^T)_{i,j} = a_{j,i}\).
Proposition : Structure des solutions d'un système linéaire;Soit \((S)\) un système linéaire, que l'on écrit sous forme matricielle \(AX = B\) où \(X \in \mathcal{M}_{p,1}(\mathbb{K})\) est la matrice colonne des inconnues \(x_1, \ldots, x_p\). On note \((H) : AX = 0\) le système linéaire homogène associé. On suppose que \((S)\) possède au moins une solution \(X_0 \in \mathcal{M}_{p,1}(\mathbb{K})\). L'ensemble des solutions de \((S)\) est \(\{X_0 + Y / Y \	ext{ solution de } (H)\}\).
Propriété : Transposée de la transposée;\(\forall A \in \mathcal{M}_{n,p}(\mathbb{K}), (A^T)^T = A\).
Propriété : Linéarité de la transposition (addition);\(\forall (A,B) \in (\mathcal{M}_{n,p}(\mathbb{K}))^2, \forall \lambda \in \mathbb{K}, (\lambda A)^T = \lambda A^T\).
Propriété : Linéarité de la transposition (scalaire);\(\forall (A,B) \in (\mathcal{M}_{n,p}(\mathbb{K}))^2, (A+B)^T = A^T + B^T\).
Propriété : Transposée d'un produit;\(\forall A \in \mathcal{M}_{n,p}(\mathbb{K}), \forall B \in \mathcal{M}_{p,q}(\mathbb{K}), (AB)^T = B^T A^T\).
Définition : Puissances successives d'une matrice;Soit \(A \in \mathcal{M}_{n}(\mathbb{K})\). On définit les puissances successives de \(A\) par récurrence : \(A^0 = I_n\) et \(\forall k \in \mathbb{N}, A^{k+1} = A times A^k\) (c'est-à-dire \(A^{k+1} = A^k times A\)).
Propriétés de calcul sur les puissances;Soit \(A \in \mathcal{M}_{n}(\mathbb{K})\) et \(\lambda \in \mathbb{K}\). \(\forall p \in \mathbb{N}, (\lambda A) \) p = \lambda^p A^p\). \(\forall (p,q) \in \mathbb{N}^2, A^{p+q} = A^p times A^q = A^q times A^p\) (ainsi \(A^p\) et \(A^q\) commutent !).
Définition : Matrice nilpotente;On dit que \(A \in \mathcal{M}_{n}(\mathbb{K})\) est nilpotente s'il existe un entier \(p \in \mathbb{N}^*\) tel que \(A^p = 0\).
Théorème : Formule du binôme de Newton;Soit \(A\) et \(B\) deux matrices de \(\mathcal{M}_{n}(\mathbb{K})\) qui commutent, c'est-à-dire que \(A times B = B times A\). Alors, \(\forall p \in \mathbb{N}, (A+B)^p = \sum_{k=0}^p \binom{p}{k} A^k B^{p-k} = \sum_{k=0}^p \binom{p}{k} B^{p-k} A^k\) (ou encore : \(\sum_{k=0}^p \binom{p}{k} A^{p-k} B^k\)).
Proposition : Stabilité pour l'addition et la multiplication scalaire (Diagonales);L'ensemble des matrices diagonales d'ordre \(n\) est stable pour les lois \(+\), \(\cdot\) (scalaire), ce qui signifie : pour toutes matrices \(D, \Delta\) diagonales d'ordre \(n\) et pour tout scalaire \(\lambda\), \(D + \Delta\) est diagonale, \(\lambda D\) est diagonale et \(D times \Delta\) est diagonale.
Proposition : Stabilité pour l'addition et la multiplication scalaire (Triangulaires supérieures);L'ensemble des matrices triangulaires supérieures d'ordre \(n\) est stable pour les lois \(+\), \(\cdot\) (scalaire), ce qui signifie : pour toutes matrices \(D, \Delta\) diagonales d'ordre \(n\) et pour tout scalaire \(\lambda\), \(D + \Delta\) est triangulaire supérieure et \(D times \Delta\) est triangulaire supérieure.
Proposition : Stabilité pour l'addition et la multiplication scalaire (Triangulaires inférieures);L'ensemble des matrices triangulaires inférieures d'ordre \(n\) est stable pour les lois \(+\), \(\cdot\) (scalaire).
Définition : Matrice symétrique;Soit \(A \in \mathcal{M}_{n}(\mathbb{K})\). On dit que \(A\) est symétrique si \(A^T = A\). Cela revient à : \(\forall (i,j) \in \{1, \ldots, n\}^2, a_{i,j} = a_{j,i}\).
Définition : Matrice antisymétrique;Soit \(A \in \mathcal{M}_{n}(\mathbb{K})\). On dit que \(A\) est antisymétrique si \(A^T = -A\). Cela revient à : \(\forall (i,j) \in \{1, \ldots, n\}^2, a_{i,j} = -a_{j,i}\).
Propriété : Diagonale d'une matrice antisymétrique;Soit \(A \in \mathcal{M}_{n}(\mathbb{K})\). Si \(A\) est antisymétrique, alors \(\forall i \in \{1, \ldots, n\}, a_{i,i} = 0\) (la diagonale et nulle).
Proposition : Stabilité des matrices symétriques;L'ensemble des matrices symétriques d'ordre \(n\) est stable pour les lois \(+\) et \(\cdot\).
Proposition : Stabilité des matrices antisymétriques;L'ensemble des matrices antisymétriques d'ordre \(n\) est stable pour les lois \(+\) et \(\cdot\).
Proposition-Définition : Matrice inversible;Soit \(A \in \mathcal{M}_{n}(\mathbb{K})\) une matrice carrée. On dit que \(A\) est inversible si \(\exists B \in \mathbb{K}_n(\mathbb{K}), A times B = B times A = I_n\). La matrice \(B\), lorsqu'elle existe, est unique ; on la note \(A^{-1}\) (me jamais écrire \(\frac{1}{A}\)).
Proposition : Inversibilité avec colonne ou ligne nulle;Si \(A \in \mathcal{M}_{n}(\mathbb{K})\) a une colonne ou une ligne nulle, alors \(A\) n'est pas inversible.
Proposition : Inversibilité d'une matrice diagonale;Une matrice diagonale est inversible si et seulement si tous ses coefficients diagonaux sont non nuls, et dans ce cas : si \(D = \begin{pmatrix} \lambda_1 & 0 \ & \ddots \ 0 & \lambda_n \end{pmatrix}\) avec \(\forall i \in \{1, \ldots, n\}, \lambda_i \
eq 0\), alors \(D^{-1} = \begin{pmatrix} \frac{1}{\lambda_1} & 0 \ & \ddots \ 0 & \frac{1}{\lambda_n} \end{pmatrix}\).
Propriété : Inverse d'un produit;\(\forall (A,B) \in \mathcal{M}_{n}(\mathbb{K})^2\), Si \(A\) et \(B\) sont inversibles alors \(A times B\) est inversible et \((A times B)^{-1} = B^{-1} times A^{-1}\) (Attention à l'inversion de l'ordre !).
Propriété : Inverse de la transposée;\(\forall A \in \mathcal{M}_{n}(\mathbb{K}), \forall B \in \mathcal{M}_{p,q}(\mathbb{K}), (A^T)^{-1} = (A^{-1})^T\).
Propriété : Inverse d'une puissance;\(\forall A \in \mathcal{M}_{n}(\mathbb{K})\), Si \(A\) est inversible alors pour tout \(n \in \mathbb{N}^*\), \(A^n\) est inversible et \((A^n)^{-1} = (A^{-1})^n\) (noté \(A^{-n}\)).
Théorème : Caractérisation de l'inversibilité par les systèmes;Soit \(A \in \mathcal{M}_{n}(\mathbb{K})\). \(A\) est inversible si et seulement si, pour tout \(B \in \mathcal{M}_{n,1}(\mathbb{K})\), le système \(AX = B\) d'inconnue \(X \in \mathcal{M}_{n,1}(\mathbb{K})\) admet une unique solution.
Proposition : Matrices élémentaires inversibles;Les matrices de dilatation \(D_l(\lambda)\), de transvection \(T_{i,j}(\lambda)\) et de permutation \(P_{i,j}\) sont inversibles.
Proposition : Inverse d'un produit avec scalaire;\(\forall A \in \mathcal{M}_{n}(\mathbb{K})\), Si \(A\) et \(B\) sont inversibles alors pour tout \(n \in \mathbb{N}^*\), \(A^n\) est inversible et \((A^{-1})^{-1} = A\).
Proposition : Solution unique d'un système triangulaire;Un système linéaire triangulaire possède une unique solution si et seulement si tous les coefficients diagonaux sont non nuls.
